Título	Tiempo de Lectura (min)	Nombre Completo Autor	Apellido Autor	Primer Nombre Autor	País	Género	URL Wikipedia	Categorías	Autores relacionados	Año de nacimiento	Año de muerte
Los hombres-lobos	0.555	Arévalo Martínez, Rafael	Arévalo Martínez	Rafael	Guatemala	Realismo	https://es.wikipedia.org/wiki/Rafael_Ar%C3%A9valo_Mart%C3%ADnez	Escritores de Guatemala,Fallecidos en 1975,Historiadores de Guatemala,Hombres,Intelectuales que colaboraron con las Fiestas Minervalias de Guatemala,Miembros de la Academia Guatemalteca de la Lengua,Miembros de la Academia de Geografía e Historia de Guatemala,Miembros de la Generación del 10 de Guatemala,Nacidos en 1884,Nacidos en Ciudad de Guatemala,Novelistas de Guatemala,Orden del Quetzal,Periodistas de Guatemala,Poetas de Guatemala	Gabriela Mistral,José Santos Chocano,Miguel Ángel Asturias,Porfirio Barba Jacob	1884	1975
Mi alma de cristal es transparente...	0.265	Arévalo Martínez, Rafael	Arévalo Martínez	Rafael	Guatemala	Realismo	https://es.wikipedia.org/wiki/Rafael_Ar%C3%A9valo_Mart%C3%ADnez	Escritores de Guatemala,Fallecidos en 1975,Historiadores de Guatemala,Hombres,Intelectuales que colaboraron con las Fiestas Minervalias de Guatemala,Miembros de la Academia Guatemalteca de la Lengua,Miembros de la Academia de Geografía e Historia de Guatemala,Miembros de la Generación del 10 de Guatemala,Nacidos en 1884,Nacidos en Ciudad de Guatemala,Novelistas de Guatemala,Orden del Quetzal,Periodistas de Guatemala,Poetas de Guatemala	Gabriela Mistral,José Santos Chocano,Miguel Ángel Asturias,Porfirio Barba Jacob	1884	1975
Mi musa oscura...	0.85	Arévalo Martínez, Rafael	Arévalo Martínez	Rafael	Guatemala	Realismo	https://es.wikipedia.org/wiki/Rafael_Ar%C3%A9valo_Mart%C3%ADnez	Escritores de Guatemala,Fallecidos en 1975,Historiadores de Guatemala,Hombres,Intelectuales que colaboraron con las Fiestas Minervalias de Guatemala,Miembros de la Academia Guatemalteca de la Lengua,Miembros de la Academia de Geografía e Historia de Guatemala,Miembros de la Generación del 10 de Guatemala,Nacidos en 1884,Nacidos en Ciudad de Guatemala,Novelistas de Guatemala,Orden del Quetzal,Periodistas de Guatemala,Poetas de Guatemala	Gabriela Mistral,José Santos Chocano,Miguel Ángel Asturias,Porfirio Barba Jacob	1884	1975
Oración	0.49	Arévalo Martínez, Rafael	Arévalo Martínez	Rafael	Guatemala	Realismo	https://es.wikipedia.org/wiki/Rafael_Ar%C3%A9valo_Mart%C3%ADnez	Escritores de Guatemala,Fallecidos en 1975,Historiadores de Guatemala,Hombres,Intelectuales que colaboraron con las Fiestas Minervalias de Guatemala,Miembros de la Academia Guatemalteca de la Lengua,Miembros de la Academia de Geografía e Historia de Guatemala,Miembros de la Generación del 10 de Guatemala,Nacidos en 1884,Nacidos en Ciudad de Guatemala,Novelistas de Guatemala,Orden del Quetzal,Periodistas de Guatemala,Poetas de Guatemala	Gabriela Mistral,José Santos Chocano,Miguel Ángel Asturias,Porfirio Barba Jacob	1884	1975
Porque en dura travesía...	0.46	Arévalo Martínez, Rafael	Arévalo Martínez	Rafael	Guatemala	Realismo	https://es.wikipedia.org/wiki/Rafael_Ar%C3%A9valo_Mart%C3%ADnez	Escritores de Guatemala,Fallecidos en 1975,Historiadores de Guatemala,Hombres,Intelectuales que colaboraron con las Fiestas Minervalias de Guatemala,Miembros de la Academia Guatemalteca de la Lengua,Miembros de la Academia de Geografía e Historia de Guatemala,Miembros de la Generación del 10 de Guatemala,Nacidos en 1884,Nacidos en Ciudad de Guatemala,Novelistas de Guatemala,Orden del Quetzal,Periodistas de Guatemala,Poetas de Guatemala	Gabriela Mistral,José Santos Chocano,Miguel Ángel Asturias,Porfirio Barba Jacob	1884	1975
Primero dije “hermanos” y les tendí las manos...	0.555	Arévalo Martínez, Rafael	Arévalo Martínez	Rafael	Guatemala	Realismo	https://es.wikipedia.org/wiki/Rafael_Ar%C3%A9valo_Mart%C3%ADnez	Escritores de Guatemala,Fallecidos en 1975,Historiadores de Guatemala,Hombres,Intelectuales que colaboraron con las Fiestas Minervalias de Guatemala,Miembros de la Academia Guatemalteca de la Lengua,Miembros de la Academia de Geografía e Historia de Guatemala,Miembros de la Generación del 10 de Guatemala,Nacidos en 1884,Nacidos en Ciudad de Guatemala,Novelistas de Guatemala,Orden del Quetzal,Periodistas de Guatemala,Poetas de Guatemala	Gabriela Mistral,José Santos Chocano,Miguel Ángel Asturias,Porfirio Barba Jacob	1884	1975
Retrato de mujer	0.905	Arévalo Martínez, Rafael	Arévalo Martínez	Rafael	Guatemala	Realismo	https://es.wikipedia.org/wiki/Rafael_Ar%C3%A9valo_Mart%C3%ADnez	Escritores de Guatemala,Fallecidos en 1975,Historiadores de Guatemala,Hombres,Intelectuales que colaboraron con las Fiestas Minervalias de Guatemala,Miembros de la Academia Guatemalteca de la Lengua,Miembros de la Academia de Geografía e Historia de Guatemala,Miembros de la Generación del 10 de Guatemala,Nacidos en 1884,Nacidos en Ciudad de Guatemala,Novelistas de Guatemala,Orden del Quetzal,Periodistas de Guatemala,Poetas de Guatemala	Gabriela Mistral,José Santos Chocano,Miguel Ángel Asturias,Porfirio Barba Jacob	1884	1975
Ropa limpia	0.41	Arévalo Martínez, Rafael	Arévalo Martínez	Rafael	Guatemala	Realismo	https://es.wikipedia.org/wiki/Rafael_Ar%C3%A9valo_Mart%C3%ADnez	Escritores de Guatemala,Fallecidos en 1975,Historiadores de Guatemala,Hombres,Intelectuales que colaboraron con las Fiestas Minervalias de Guatemala,Miembros de la Academia Guatemalteca de la Lengua,Miembros de la Academia de Geografía e Historia de Guatemala,Miembros de la Generación del 10 de Guatemala,Nacidos en 1884,Nacidos en Ciudad de Guatemala,Novelistas de Guatemala,Orden del Quetzal,Periodistas de Guatemala,Poetas de Guatemala	Gabriela Mistral,José Santos Chocano,Miguel Ángel Asturias,Porfirio Barba Jacob	1884	1975
Sombra es enfermedad. Las almas sanas...	0.505	Arévalo Martínez, Rafael	Arévalo Martínez	Rafael	Guatemala	Realismo	https://es.wikipedia.org/wiki/Rafael_Ar%C3%A9valo_Mart%C3%ADnez	Escritores de Guatemala,Fallecidos en 1975,Historiadores de Guatemala,Hombres,Intelectuales que colaboraron con las Fiestas Minervalias de Guatemala,Miembros de la Academia Guatemalteca de la Lengua,Miembros de la Academia de Geografía e Historia de Guatemala,Miembros de la Generación del 10 de Guatemala,Nacidos en 1884,Nacidos en Ciudad de Guatemala,Novelistas de Guatemala,Orden del Quetzal,Periodistas de Guatemala,Poetas de Guatemala	Gabriela Mistral,José Santos Chocano,Miguel Ángel Asturias,Porfirio Barba Jacob	1884	1975
Tengo miedo, miedo a no sé qué, el miedo de una visión confusa...	0.49	Arévalo Martínez, Rafael	Arévalo Martínez	Rafael	Guatemala	Realismo	https://es.wikipedia.org/wiki/Rafael_Ar%C3%A9valo_Mart%C3%ADnez	Escritores de Guatemala,Fallecidos en 1975,Historiadores de Guatemala,Hombres,Intelectuales que colaboraron con las Fiestas Minervalias de Guatemala,Miembros de la Academia Guatemalteca de la Lengua,Miembros de la Academia de Geografía e Historia de Guatemala,Miembros de la Generación del 10 de Guatemala,Nacidos en 1884,Nacidos en Ciudad de Guatemala,Novelistas de Guatemala,Orden del Quetzal,Periodistas de Guatemala,Poetas de Guatemala	Gabriela Mistral,José Santos Chocano,Miguel Ángel Asturias,Porfirio Barba Jacob	1884	1975
Tiene una vista aviesa; una vista embozada...	0.735	Arévalo Martínez, Rafael	Arévalo Martínez	Rafael	Guatemala	Realismo	https://es.wikipedia.org/wiki/Rafael_Ar%C3%A9valo_Mart%C3%ADnez	Escritores de Guatemala,Fallecidos en 1975,Historiadores de Guatemala,Hombres,Intelectuales que colaboraron con las Fiestas Minervalias de Guatemala,Miembros de la Academia Guatemalteca de la Lengua,Miembros de la Academia de Geografía e Historia de Guatemala,Miembros de la Generación del 10 de Guatemala,Nacidos en 1884,Nacidos en Ciudad de Guatemala,Novelistas de Guatemala,Orden del Quetzal,Periodistas de Guatemala,Poetas de Guatemala	Gabriela Mistral,José Santos Chocano,Miguel Ángel Asturias,Porfirio Barba Jacob	1884	1975
Un árbol luengo, deshojado y seco...	0.405	Arévalo Martínez, Rafael	Arévalo Martínez	Rafael	Guatemala	Realismo	https://es.wikipedia.org/wiki/Rafael_Ar%C3%A9valo_Mart%C3%ADnez	Escritores de Guatemala,Fallecidos en 1975,Historiadores de Guatemala,Hombres,Intelectuales que colaboraron con las Fiestas Minervalias de Guatemala,Miembros de la Academia Guatemalteca de la Lengua,Miembros de la Academia de Geografía e Historia de Guatemala,Miembros de la Generación del 10 de Guatemala,Nacidos en 1884,Nacidos en Ciudad de Guatemala,Novelistas de Guatemala,Orden del Quetzal,Periodistas de Guatemala,Poetas de Guatemala	Gabriela Mistral,José Santos Chocano,Miguel Ángel Asturias,Porfirio Barba Jacob	1884	1975
Una vez la miré, sin otra ropa...	0.18	Arévalo Martínez, Rafael	Arévalo Martínez	Rafael	Guatemala	Realismo	https://es.wikipedia.org/wiki/Rafael_Ar%C3%A9valo_Mart%C3%ADnez	Escritores de Guatemala,Fallecidos en 1975,Historiadores de Guatemala,Hombres,Intelectuales que colaboraron con las Fiestas Minervalias de Guatemala,Miembros de la Academia Guatemalteca de la Lengua,Miembros de la Academia de Geografía e Historia de Guatemala,Miembros de la Generación del 10 de Guatemala,Nacidos en 1884,Nacidos en Ciudad de Guatemala,Novelistas de Guatemala,Orden del Quetzal,Periodistas de Guatemala,Poetas de Guatemala	Gabriela Mistral,José Santos Chocano,Miguel Ángel Asturias,Porfirio Barba Jacob	1884	1975
Vivo una vida miserable, completamente artificial...	0.27	Arévalo Martínez, Rafael	Arévalo Martínez	Rafael	Guatemala	Realismo	https://es.wikipedia.org/wiki/Rafael_Ar%C3%A9valo_Mart%C3%ADnez	Escritores de Guatemala,Fallecidos en 1975,Historiadores de Guatemala,Hombres,Intelectuales que colaboraron con las Fiestas Minervalias de Guatemala,Miembros de la Academia Guatemalteca de la Lengua,Miembros de la Academia de Geografía e Historia de Guatemala,Miembros de la Generación del 10 de Guatemala,Nacidos en 1884,Nacidos en Ciudad de Guatemala,Novelistas de Guatemala,Orden del Quetzal,Periodistas de Guatemala,Poetas de Guatemala	Gabriela Mistral,José Santos Chocano,Miguel Ángel Asturias,Porfirio Barba Jacob	1884	1975
Ya tengo medio siglo y sin embargo...	0.525	Arévalo Martínez, Rafael	Arévalo Martínez	Rafael	Guatemala	Realismo	https://es.wikipedia.org/wiki/Rafael_Ar%C3%A9valo_Mart%C3%ADnez	Escritores de Guatemala,Fallecidos en 1975,Historiadores de Guatemala,Hombres,Intelectuales que colaboraron con las Fiestas Minervalias de Guatemala,Miembros de la Academia Guatemalteca de la Lengua,Miembros de la Academia de Geografía e Historia de Guatemala,Miembros de la Generación del 10 de Guatemala,Nacidos en 1884,Nacidos en Ciudad de Guatemala,Novelistas de Guatemala,Orden del Quetzal,Periodistas de Guatemala,Poetas de Guatemala	Gabriela Mistral,José Santos Chocano,Miguel Ángel Asturias,Porfirio Barba Jacob	1884	1975
Algún Sayo alardea con mi escudo, arma sin tacha	0.18	Arquíloco	Arquíloco	Unknown	Grecia	Unknown	Unknown	Unknown	Unknown	-712	Unknown
Autorretrato	0.14	Arquíloco	Arquíloco	Unknown	Grecia	Unknown	Unknown	Unknown	Unknown	-712	Unknown
Corazón, corazón de irremediables penas agitado	0.27	Arquíloco	Arquíloco	Unknown	Grecia	Unknown	Unknown	Unknown	Unknown	-712	Unknown
En mi lanza...	0.14	Arquíloco	Arquíloco	Unknown	Grecia	Unknown	Unknown	Unknown	Unknown	-712	Unknown
Estas son las palabras que yo le dije	0.23	Arquíloco	Arquíloco	Unknown	Grecia	Unknown	Unknown	Unknown	Unknown	-712	Unknown
La estación de la fuga	1.205	Arquíloco	Arquíloco	Unknown	Grecia	Unknown	Unknown	Unknown	Unknown	-712	Unknown
La queja del mercenario	0.825	Arquíloco	Arquíloco	Unknown	Grecia	Unknown	Unknown	Unknown	Unknown	-712	Unknown
Me dan dentera...	0.825	Arquíloco	Arquíloco	Unknown	Grecia	Unknown	Unknown	Unknown	Unknown	-712	Unknown
No me gusta el general corpulento o que a zancadas camina	0.215	Arquíloco	Arquíloco	Unknown	Grecia	Unknown	Unknown	Unknown	Unknown	-712	Unknown
Si bajo poderosa fuerza de un dios...	1.205	Arquíloco	Arquíloco	Unknown	Grecia	Unknown	Unknown	Unknown	Unknown	-712	Unknown
Soy yo, a la vez, servidor del divino Enialio	0.085	Arquíloco	Arquíloco	Unknown	Grecia	Unknown	Unknown	Unknown	Unknown	-712	Unknown
Y tomando a la doncella	0.31	Arquíloco	Arquíloco	Unknown	Grecia	Unknown	Unknown	Unknown	Unknown	-712	Unknown
Ya no hay suceso imprevisto, ni abominable	0.395	Arquíloco	Arquíloco	Unknown	Grecia	Unknown	Unknown	Unknown	Unknown	-712	Unknown
No hay tiempo si en el agua de diamante	0.3	Arteche, Miguel	Arteche	Miguel	Chile	Unknown	https://es.wikipedia.org/wiki/Miguel_Arteche	Alumnado del Instituto Nacional General José Miguel Carrera,Ensayistas de Chile,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2012,Fallecidos en Santiago de Chile,Hombres,Miembros de la Academia Chilena de la Lengua,Nacidos en 1926,Nacidos en Nueva Imperial,Novelistas de Chile,Poetas de Chile del siglo XX,Poetas de Chile del siglo XXI,Premio Nacional de Literatura de Chile	Dámaso Alonso,Gabriela Mistral,Luis Cernuda,Nicanor Parra,Rafael Alberti	1926	2012
